id,sys_class_name,user_name,user_password,password_needs_reset,preferred_language,country,introduction,first_name,middle_name,last_name,name,phone,home_phone,mobile_phone,email,title,gender,accumulated_roles,time_zone,date_format,time_format,last_login,last_login_time,locked_out,last_password,last_login_device,manager,notification,calendar_integration,photo,default_perspective,location,department,edu_status,company,source,street,city,state,zip,employee_number,vip,building,failed_attempts,active,sys_domain,cost_center,avatar,sys_id,sys_updated_by,sys_updated_on,sys_created_by,sys_created_on,sys_mod_count,internal_integration_user,federated_id,hashed_user_id,schedule,ldap_server,web_service_access_only,enable_multifactor_authn,sys_domain_path
1,sys_user,survey.user,NULL,0,NULL,NULL,NULL,survey,NULL,user,survey user,NULL,NULL,NULL,survey.user@email.com,NULL,NULL,NULL,NULL,NULL,NULL,2019-04-05,2019-04-05 22:16:30,0,NULL,0:0:0:0:0:0:0:1,NULL,2,1,NULL,NULL,NULL,NULL,faculty,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,1,global,NULL,NULL,005d500b536073005e0addeeff7b12f4,system,2023-09-15 08:20:11,admin,2019-04-05 21:09:12,2,0,UU/OJDA/H2viaQb8VqlJIYSYKwmbkOCLoFDQkTPv7XM=,fdcbd2f17b127236728959a60d57a50338ba8d115adbf14c3d7dffd7dc3ac1fe,NULL,NULL,0,0,/
2,sys_user,lucius.bagnoli,NULL,0,NULL,NULL,NULL,Lucius,NULL,Bagnoli,Lucius Bagnoli,NULL,NULL,NULL,lucius.bagnoli@example.com,NULL,Male,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,02826bf03710200044e0bfc8bcbe5d88,2,1,NULL,NULL,0002c0a93790200044e0bfc8bcbe5df5,5d7f17f03710200044e0bfc8bcbe5d43,faculty,81fd65ecac1d55eb42a426568fc87a63,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,1,global,91e8bbf43710200044e0bfc8bcbe5daa,NULL,02826bf03710200044e0bfc8bcbe5d3f,system,2023-09-15 08:20:11,admin,2012-02-18 03:04:49,5,NULL,f737nH9Kw1raNr82OZPt9fM0T6+ETZqw3746MB96ncQ=,fb66036b0cab51a0e9e2d12325eea6730bc12d5240ef6faef34b91addf1608f2,NULL,NULL,NULL,NULL,/
3,sys_user,jimmie.barninger,NULL,0,NULL,NULL,NULL,Jimmie,NULL,Barninger,Jimmie Barninger,NULL,NULL,NULL,jimmie.barninger@example.com,NULL,Male,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,06826bf03710200044e0bfc8bcbe5d81,2,1,NULL,NULL,25b672780a0a0bb30090fae60e51bd31,5d7f17f03710200044e0bfc8bcbe5d43,faculty,227cdfb03710200044e0bfc8bcbe5d6b,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,1,global,91e8bbf43710200044e0bfc8bcbe5daa,NULL,02826bf03710200044e0bfc8bcbe5d55,system,2023-09-15 08:20:11,admin,2012-02-18 03:04:49,5,NULL,em3wPLZ/YFGQvKL7nh7BC/RKWVJJrib3bjs1grVeRxk=,4a722a4e796b3268ee298b43549b733a426c076865012f5da3b8326ebdd6a719,NULL,NULL,NULL,NULL,/
4,sys_user,melinda.carleton,NULL,0,NULL,NULL,NULL,Melinda,NULL,Carleton,Melinda Carleton,NULL,NULL,NULL,melinda.carleton@example.com,NULL,Female,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,02826bf03710200044e0bfc8bcbe5d3f,2,1,NULL,NULL,8225b668ac1d55eb679878e192fca315,5d7f17f03710200044e0bfc8bcbe5d43,faculty,a66b1fb03710200044e0bfc8bcbe5d08,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,1,global,91e8bbf43710200044e0bfc8bcbe5daa,NULL,02826bf03710200044e0bfc8bcbe5d5e,system,2023-09-15 08:20:11,admin,2012-02-18 03:04:49,5,NULL,n8z+ZPJCR5/4xUQfz8zFeyCaPXlg49AxLtrGqvFFra8=,18c7341a6b0f785ef3f097bc3533fb052981344be847f1ccaaea4ad50520e6de,NULL,NULL,NULL,NULL,/
5,sys_user,jewel.agresta,NULL,0,NULL,NULL,NULL,Jewel,NULL,Agresta,Jewel Agresta,NULL,NULL,NULL,jewel.agresta@example.com,NULL,Female,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,02826bf03710200044e0bfc8bcbe5d3f,2,1,NULL,NULL,8225b668ac1d55eb679878e192fca315,5d7f17f03710200044e0bfc8bcbe5d43,faculty,a66b1fb03710200044e0bfc8bcbe5d08,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,1,global,91e8bbf43710200044e0bfc8bcbe5daa,NULL,02826bf03710200044e0bfc8bcbe5d64,system,2023-09-15 08:20:11,admin,2012-02-18 03:04:49,5,NULL,uwvnLwKkZ0soOzXLkKCcoVH0oyeYdpK626b4Td0c7Ek=,e4345821b2a244bd4f72a17f17fecada3cfead0f63943c2178fc4ae746155978,NULL,NULL,NULL,NULL,/
6,sys_user,sean.bonnet,NULL,0,NULL,NULL,NULL,Sean,NULL,Bonnet,Sean Bonnet,NULL,NULL,NULL,sean.bonnet@example.com,NULL,Male,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0e826bf03710200044e0bfc8bcbe5d61,2,1,NULL,NULL,25ab93750a0a0bb30067bd2ef3d4a5c9,5d7f17f03710200044e0bfc8bcbe5d43,faculty,31bea3d53790200044e0bfc8bcbe5dec,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,1,global,91e8bbf43710200044e0bfc8bcbe5daa,NULL,02826bf03710200044e0bfc8bcbe5d6d,system,2023-09-15 08:20:11,admin,2012-02-18 03:04:50,6,NULL,shWhVNRYN/7lcPFYIZAJQp7wO6rKYm66PkqwHfVAPXk=,b755e851beab6c2f92127c57984b4dc5b912fb14cbb108bfb7c55a68e5d13088,NULL,NULL,NULL,NULL,/
7,sys_user,jacinto.gawron,NULL,0,NULL,NULL,NULL,Jacinto,NULL,Gawron,Jacinto Gawron,NULL,NULL,NULL,jacinto.gawron@example.com,NULL,Male,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,06826bf03710200044e0bfc8bcbe5d93,2,1,NULL,NULL,25ab93750a0a0bb30067bd2ef3d4a5c9,5d7f17f03710200044e0bfc8bcbe5d43,faculty,31bea3d53790200044e0bfc8bcbe5dec,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,1,global,91e8bbf43710200044e0bfc8bcbe5daa,NULL,02826bf03710200044e0bfc8bcbe5d76,system,2023-09-15 08:20:11,admin,2012-02-18 03:04:50,6,NULL,g4XmaYvSTejttDy3hOZQxi2AFlmCfz8OSI2Y1ESYKSw=,41738a7f20f55a5eddd11ea0367ab2d6faccf8fb46b9ff692f3a03659967c6dd,NULL,NULL,NULL,NULL,/
8,sys_user,krystle.stika,NULL,0,NULL,NULL,NULL,Krystle,NULL,Stika,Krystle Stika,NULL,NULL,NULL,krystle.stika@example.com,NULL,Female,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,06826bf03710200044e0bfc8bcbe5d41,2,1,NULL,NULL,f9084ba00a0a0b910060ba2ce83f882b,221f3db5c6112284009f4becd3039cc9,faculty,31bea3d53790200044e0bfc8bcbe5dec,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,1,global,d9d07bddc0a80a647cf932056ed24652,NULL,02826bf03710200044e0bfc8bcbe5d7f,system,2023-09-15 08:20:11,admin,2012-02-18 03:04:50,6,NULL,3szYOlWVv3WS0ikm4OhcGRXYzqOvfOq6TrU4qKnJLOI=,1acf3af946d7d164a36be0ad561e40916476dfd2323b459dabf0073600971753,NULL,NULL,NULL,NULL,/
9,sys_user,billie.cowley,NULL,0,NULL,NULL,NULL,Billie,NULL,Cowley,Billie Cowley,NULL,NULL,NULL,billie.cowley@example.com,NULL,Female,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,02826bf03710200044e0bfc8bcbe5d7f,2,1,NULL,NULL,f90ad9120a0a0b91005146ebac892a09,221f3db5c6112284009f4becd3039cc9,faculty,31bea3d53790200044e0bfc8bcbe5dec,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,1,global,d9d07bddc0a80a647cf932056ed24652,NULL,02826bf03710200044e0bfc8bcbe5d88,system,2023-09-15 08:20:11,admin,2012-02-18 03:04:50,6,NULL,xzHkIms9cobhQRIbW5Mvu7mQV/kuQvuOm1KFsUkN02s=,c069c3236688ab65c01b2fc19ccf7fd758c7e434076f6d6b1756374fb1263f99,NULL,NULL,NULL,NULL,/
10,sys_user,christian.marnell,NULL,0,NULL,NULL,NULL,Christian,NULL,Marnell,Christian Marnell,NULL,NULL,NULL,christian.marnell@example.com,NULL,Male,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,fd826bf03710200044e0bfc8bcbe5d39,2,1,NULL,NULL,24018ca93790200044e0bfc8bcbe5d32,a581ab703710200044e0bfc8bcbe5de8,faculty,4b7d13f03710200044e0bfc8bcbe5db6,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,1,global,d9d01546c0a80a6403e18b82250c80a1,NULL,02826bf03710200044e0bfc8bcbe5d91,system,2023-09-15 08:20:11,admin,2012-02-18 03:04:50,5,NULL,r5YjWYJmQKPaCji/lXNRUWBp28iaBOHCb5toQBebzx4=,9467ba509e9a448c24f9ee3c089d93b0efee79fdd1a138c706a3d586b3f2753e,NULL,NULL,NULL,NULL,/
